  008587  005251  005206  005081  004761  004827  004768  004661           
  004487  004366  004344  004288  004231  004143  004088  003855           
  003892  003795  003838  003720  003758  003598  003680  003512           
  003560  003425  003453  003335  003376  003312  003196  003168           
  003189  003135  003069  003024  003021  002957  002859  002865           
  002856  002835  002718  002669  002700  002679  002666  002617           
  002490  002534  002568  002492  002566  002408  002478  002400           
  002414  002293  002361  002310  002312  002223  002208  002205           
  002241  002057  002046  002171  002101  002158  002040  001922           
  001958  002097  002050  001977  001891  001864  002066  001876           
  001849  001906  001862  001826  001848  001826  001793  001804           
  001859  001876  001734  001814  001727  001746  001614  001690           
  001726  001666  001703  001675  001601  001660  001639  001753           
  001577  001589  001650  001585  001566  001572  001534  001572           
  001505  001536  001639  001687  001604  001714  001829  001936           
  001823  001475  001434  001385  001415  001442  001338  001384           
  001279  001327  001378  001358  001224  001311  001300  001320           
  001253  001293  001319  001247  001288  001250  001173  001206           
  001235  001222  001216  001207  001228  001245  001137  001183           
  001164  001167  001180  001167  001152  001193  001097  001163           
  001156  001114  001110  001116  001113  001119  001069  001101           
  001070  001108  001125  001063  001043  001099  001058  001093           
  000994  001043  001027  001101  001009  001023  001014  000993           
  001012  001048  001050  000938  001035  000967  000975  001063           
  000986  000974  000945  000989  000980  000956  001040  001039           
  000972  000984  000968  000968  000925  000890  000952  000955           
  000927  000947  000944  000904  000917  000953  000920  000941           
  000960  000943  000957  000904  000926  000889  001011  000893           
  000936  000894  000934  000914  000906  000957  000871  000857           
  000928  000896  000921  000900  000921  000870  000939  000925           
  000865  000888  000958  000907  000891  000840  000859  000938           
  000847  000840  000872  000900  000812  000917  000917  000887           
  000838  000838  000906  000917  000934  000963  000934  001024           
  001102  001254  001411  001622  002013  002159  001945  001409           
  001368  001443  001733  002237  002321  001950  001250  001013           
  000954  000916  000873  000878  000892  000880  000890  000882           
  000873  000852  000921  000905  000967  000924  000987  001004           
  001052  001090  001164  001209  001399  001560  001162  001001           
  000922  000820  000912  000898  000910  000889  000886  000895           
  000989  001055  001054  001047  000914  000879  000892  000880           
  000938  000864  000913  000877  000910  000864  000861  000882           
  000897  000929  001000  001053  001116  001217  001183  001071           
  000967  000956  000869  000854  000842  000878  000837  000863           
  000826  000837  000854  000898  000825  000858  000916  000838           
  000841  000818  000868  000865  000838  000824  000853  000792           
  000837  000850  000921  000906  000952  001053  001146  001302           
  001512  001488  001309  001088  000920  000862  000880  000874           
  000887  000820  000882  000843  000878  000906  000965  001061           
  000988  001045  000891  000950  000907  000995  001045  001129           
  001362  001636  001798  001699  001276  001093  000977  000943           
  000967  000979  000970  001027  001023  001229  001356  001412           
  001781  002266  002731  002474  001818  001237  001062  000979           
  000951  000883  000935  000923  000963  000937  000952  000927           
  000865  000815  000884  000828  000846  000897  000840  000839           
  000853  000852  000824  000840  000860  000823  000816  000835           
  000809  000834  000859  000841  000868  000842  000923  000919           
  000971  000932  000928  001050  001089  001224  001464  001856           
  002484  003266  004369  005390  005181  003971  002528  001662           
  001236  001062  001005  000931  000994  000944  000899  000936           
  000889  000857  000930  000890  000882  000856  000913  000946           
  001002  001099  001120  001276  001528  001879  002247  002714           
  003577  004795  006443  007131  006230  004333  002785  002044           
  001836  001586  001285  001133  001010  001009  000988  000911           
  000894  000932  000913  000929  000907  000951  000892  000959           
  001063  001167  001206  001368  001618  001978  002579  002899           
  002805  002370  001984  001729  001440  001217  001143  001055           
  001150  001199  001298  001450  001673  002036  002635  003630           
  005027  007625  011989  018651  027204  033811  030222  020629           
  011603  006259  004335  003466  002765  002193  001826  001584           
  001535  001412  001318  001203  001281  001389  001455  001430           
  001307  001246  001165  001119  001111  001090  001219  001342           
  001534  001786  002416  003069  004002  003921  003092  002385           
  001948  001894  001945  002327  003016  004011  005948  008262           
  010782  011191  009983  008696  007697  006342  004624  003083           
  002202  002134  002362  002878  003927  005638  007669  009245           
  009085  008200  006622  005541  005525  005600  005683  005625           
  005853  006598  006967  006033  004954  004196  004341  004994           
  005396  005007  005328  006365  008777  012743  016852  017515           
  014336  011833  011059  013204  016184  016904  014865  011619           
  008145  005592  004273  003505  003429  003773  004687  006469           
  009666  014780  021201  026644  025147  018487  011474  006074           
  003566  002521  002109  001905  001921  001947  001945  001961           
  001871  001803  001851  001812  002068  002496  003286  003992           
  003911  003320  002678  002225  002324  002591  003037  003659           
  003846  003922  003621  003197  002850  002605  002296  001957           
  001919  001843  001862  001832  001926  002209  002617  003242           
  003965  004546  004836  005447  006572  008657  012185  018096           
  025178  031858  036075  034803  028487  021078  013922  008753           
  005860  004380  003828  003916  003812  003971  003864  003386           
  002871  002268  001874  001668  001679  001731  001536  001612           
  001548  001536  001543  001578  001531  001484  001557  001680           
  001814  001990  002254  002691  003583  004758  006799  009911           
  013975  017106  016969  014545  011017  007861  005878  004838           
  003869  003172  002478  002082  001796  001754  001812  001927           
  001945  002145  002304  002532  003067  003899  005484  008158           
  011547  013619  013119  011842  011367  011332  013227  015749           
  017640  016450  012943  009390  005684  003443  002581  002158           
  001871  001846  001720  001707  001734  001630  001695  001863           
  002190  002624  002873  002907  002827  002589  002384  002512           
  002562  002369  002053  001909  001660  001554  001572  001418           
  001443  001456  001461  001465  001364  001325  001278  001232           
  001268  001351  001329  001532  001791  002125  002575  002776           
  002620  002553  002138  001911  001731  001652  001701  001994           
  002426  002979  003736  004725  005419  005534  005219  004315           
  003594  002825  002286  002153  002208  002445  003139  003614           
  003597  003508  003422  003310  003226  003197  003269  003269           
  002970  002558  002313  002036  001769  001571  001482  001454           
  001263  001371  001525  001745  001969  002332  003111  004118           
  005090  006173  007101  008481  010298  011357  009982  007950           
  006304  004144  002766  002365  002404  002645  002902  003351           
  003271  003060  002708  002447  002153  001990  001812  001657           
  001472  001480  001514  001508  001733  001810  001915  002082           
  002497  002573  003054  003730  004812  006755  009077  011098           
  011461  010100  008445  006319  004271  002916  002288  001901           
  001663  001465  001363  001273  001211  001229  001231  001225           
  001307  001437  001628  001659  001724  001757  001674  001582           
  001314  001158  001116  001043  001018  001008  000985  000957           
  001032  000990  001043  000942  000946  000979  000978  000995           
  000995  001068  001011  001087  001115  001219  001348  001597           
  001819  002064  002145  002153  002041  002030  001945  002080           
  001983  001850  001753  001644  001582  001513  001399  001425           
  001340  001412  001371  001296  001199  001131  001023  000937           
  000991  001050  000958  001058  001079  001166  001193  001276           
  001394  001541  001702  001989  002114  002223  002013  001832           
  001637  001434  001301  001243  001179  001295  001427  001704           
  001850  002020  002212  002463  002705  003204  003750  004503           
  005310  005966  006078  005382  004527  003854  002956  002368           
  001933  001811  001577  001592  001580  001659  001785  001953           
  002224  002615  002983  003428  004052  004737  005096  005444           
  005151  004244  003628  003082  002274  001907  001774  001801           
  001885  002109  002224  002381  002548  002761  002785  002658           
  002437  002231  002188  001992  002148  002297  002385  002226           
  002095  001965  001771  001805  001908  002247  002753  003536           
  004092  003932  003608  003520  003177  002659  002414  002282           
  002305  002360  002557  002896  003104  003362  003432  003704           
  003510  003417  003372  003083  002566  002216  001880  001638           
  001447  001408  001356  001353  001326  001437  001362  001414           
  001350  001323  001486  001390  001600  001744  001852  002121           
  002230  002591  002939  003360  003580  003357  003041  002939           
  002606  002365  002342  002659  003141  003643  004120  003910           
  003484  003032  002624  002167  001907  001667  001602  001630           
  001484  001536  001540  001481  001618  001541  001480  001454           
  001355  001276  001285  001368  001283  001246  001259  001337           
  001401  001599  001698  002154  002435  002736  002761  002681           
  002793  002575  002225  001919  001773  001539  001291  001196           
  001103  001031  000969  000996  000970  000999  001028  000990           
  001082  001026  001046  001239  001332  001515  001806  002282           
  002707  002849  002768  002579  002447  002154  001952  001900           
  001808  001821  001995  002272  002695  003338  003986  004215           
